status,issue,prefab_path,source_material_path,gallery_material_path,material_name,source_shader,target_shader
"gallery_copy_applied","missing_material","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Village - Low Poly 3D Art/Prefabs/Buildings/Empty Walls/Walls/Wooden/Windows/SFV_Window_Wall_Wooden_M_Empty (1).prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing.mat","MissingMaterial","<missing>","Universal Render Pipeline/Lit"
"gallery_copy_applied","missing_material","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Village - Low Poly 3D Art/Prefabs/Buildings/Empty Walls/Walls/Wooden/Windows/SFV_Window_Wall_Wooden_M_Empty (1).prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing.mat","MissingMaterial","<missing>","Universal Render Pipeline/Lit"
"gallery_copy_applied","missing_material","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Village - Low Poly 3D Art/Prefabs/Buildings/Empty Walls/Walls/Wooden/Windows/SFV_Window_Wall_Wooden_M_Empty.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing.mat","MissingMaterial","<missing>","Universal Render Pipeline/Lit"
"gallery_copy_applied","missing_material","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Village - Low Poly 3D Art/Prefabs/Buildings/Empty Walls/Windows/SFV_Window_Wall_Wooden_M_Empty 1.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing.mat","MissingMaterial","<missing>","Universal Render Pipeline/Lit"
"gallery_copy_applied","missing_material","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Village - Low Poly 3D Art/Prefabs/Buildings/Empty Walls/Windows/SFV_Window_Wall_Wooden_M_Empty 1.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing.mat","MissingMaterial","<missing>","Universal Render Pipeline/Lit"
"gallery_copy_applied","missing_material","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Village - Low Poly 3D Art/Prefabs/Buildings/Empty Walls/Windows/SFV_Window_Wall_Wooden_M_Empty 1.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing.mat","MissingMaterial","<missing>","Universal Render Pipeline/Lit"
"gallery_copy_applied","missing_material","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Village - Low Poly 3D Art/Prefabs/Buildings/Empty Walls/Windows/SFV_Window_Wall_Wooden_S_002_Empty 1.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing.mat","MissingMaterial","<missing>","Universal Render Pipeline/Lit"
"gallery_copy_applied","missing_material","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Village - Low Poly 3D Art/Prefabs/VFX/Wind_Effect_1.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/Daniel Mistage/STYLIZED Low Poly Fantasy Bundle/STYLIZED Fantasy Village - Low Poly 3D Art/Prefabs/VFX/Wind_Effect_2.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_03.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_03.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_03.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_04.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_04.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_04.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_05.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_05.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Campfire/FX_Campfire_05.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Candle Light/FX_Candle_Light_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Candle Light/FX_Candle_Light_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Candle Light/FX_Candle_Light_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Big_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Big_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Big_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Big_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Big_03.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Big_03.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_03.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_04.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_05.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_06.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_07.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_Big_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_Big_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_Big_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_Big_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_Big_03.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_Big_03.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_Big_04.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_Big_04.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_Big_05.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_Big_05.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_Big_06.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_Big_06.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_Big_07.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fire/FX_Fire_Torch_Big_07.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fog/FX_Fog_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fog/FX_Fog_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fog/FX_Fog_03.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fog/FX_Fog_04.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fog/FX_Fog_05.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fog/FX_Fog_06.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fog/FX_Fog_07.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fog/FX_Fog_Big_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fog/FX_Fog_Big_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fog/FX_Fog_Big_03.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Fog/FX_Fog_Big_04.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Glow/FX_Glow_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Glow/FX_Glow_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Glow/FX_Glow_03.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Glow/FX_Glow_04.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Mystic/FX_Magic_Fire_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Mystic/FX_Magic_Fire_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Mystic/FX_Magic_Fire_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Mystic/FX_Mystic Ring_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Mystic/FX_Mystic Ring_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Mystic/FX_Mystic Ring_Large_01.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Mystic/FX_Mystic Ring_Large_02.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
"gallery_copy_applied","missing_material","Assets/PurePoly/Mining_Pack/Prefabs/FX/Mystic/FX_Mystic Ring_Large_03.prefab","","Assets/BornToDig/PrefabGallery/GalleryMaterials/MissingMaterial_missing_Particle_Transparent.mat","MissingMaterial","<missing>","Universal Render Pipeline/Particles/Unlit"
